#    L    TT             EE             TE             PP             TP          
  5436   0.535493E-01   0.158840E-02  -0.103670E-02   0.400443E+04   0.240828E+00
  5437   0.534170E-01   0.158516E-02  -0.104150E-02   0.400181E+04   0.240620E+00
  5438   0.532855E-01   0.158199E-02  -0.104623E-02   0.399918E+04   0.240412E+00
  5439   0.531554E-01   0.157875E-02  -0.105110E-02   0.399657E+04   0.240205E+00
  5440   0.530262E-01   0.157559E-02  -0.105590E-02   0.399395E+04   0.239999E+00
  5441   0.528992E-01   0.157227E-02  -0.106076E-02   0.399133E+04   0.239792E+00
  5442   0.527722E-01   0.156902E-02  -0.106555E-02   0.398872E+04   0.239587E+00
  5443   0.526474E-01   0.156570E-02  -0.107041E-02   0.398611E+04   0.239381E+00
  5444   0.525220E-01   0.156245E-02  -0.107534E-02   0.398350E+04   0.239176E+00
  5445   0.523995E-01   0.155905E-02  -0.108013E-02   0.398089E+04   0.238972E+00
  5446   0.522778E-01   0.155573E-02  -0.108498E-02   0.397829E+04   0.238768E+00
  5447   0.521576E-01   0.155225E-02  -0.108975E-02   0.397568E+04   0.238564E+00
  5448   0.520374E-01   0.154892E-02  -0.109452E-02   0.397308E+04   0.238361E+00
  5449   0.519187E-01   0.154544E-02  -0.109929E-02   0.397048E+04   0.238158E+00
  5450   0.518016E-01   0.154196E-02  -0.110406E-02   0.396788E+04   0.237956E+00
  5451   0.516859E-01   0.153855E-02  -0.110889E-02   0.396529E+04   0.237754E+00
  5452   0.515710E-01   0.153506E-02  -0.111366E-02   0.396269E+04   0.237552E+00
  5453   0.514561E-01   0.153150E-02  -0.111834E-02   0.396010E+04   0.237351E+00
  5454   0.513435E-01   0.152794E-02  -0.112309E-02   0.395751E+04   0.237151E+00
  5455   0.512316E-01   0.152438E-02  -0.112777E-02   0.395492E+04   0.236950E+00
  5456   0.511220E-01   0.152081E-02  -0.113237E-02   0.395234E+04   0.236751E+00
  5457   0.510124E-01   0.151724E-02  -0.113704E-02   0.394975E+04   0.236551E+00
  5458   0.509035E-01   0.151360E-02  -0.114149E-02   0.394717E+04   0.236352E+00
  5459   0.507962E-01   0.150988E-02  -0.114608E-02   0.394459E+04   0.236153E+00
  5460   0.506896E-01   0.150631E-02  -0.115059E-02   0.394201E+04   0.235955E+00
  5461   0.505846E-01   0.150259E-02  -0.115503E-02   0.393944E+04   0.235758E+00
  5462   0.504803E-01   0.149894E-02  -0.115947E-02   0.393686E+04   0.235560E+00
  5463   0.503775E-01   0.149514E-02  -0.116382E-02   0.393429E+04   0.235363E+00
  5464   0.502754E-01   0.149141E-02  -0.116811E-02   0.393172E+04   0.235167E+00
  5465   0.501742E-01   0.148761E-02  -0.117238E-02   0.392915E+04   0.234971E+00
  5466   0.500737E-01   0.148380E-02  -0.117666E-02   0.392658E+04   0.234775E+00
  5467   0.499754E-01   0.148000E-02  -0.118086E-02   0.392402E+04   0.234580E+00
  5468   0.498764E-01   0.147619E-02  -0.118490E-02   0.392145E+04   0.234385E+00
  5469   0.497789E-01   0.147231E-02  -0.118902E-02   0.391889E+04   0.234190E+00
  5470   0.496829E-01   0.146850E-02  -0.119299E-02   0.391633E+04   0.233996E+00
  5471   0.495870E-01   0.146461E-02  -0.119695E-02   0.391377E+04   0.233802E+00
  5472   0.494933E-01   0.146072E-02  -0.120076E-02   0.391122E+04   0.233609E+00
  5473   0.493996E-01   0.145683E-02  -0.120465E-02   0.390866E+04   0.233416E+00
  5474   0.493067E-01   0.145287E-02  -0.120838E-02   0.390611E+04   0.233224E+00
  5475   0.492153E-01   0.144882E-02  -0.121211E-02   0.390356E+04   0.233032E+00
  5476   0.491246E-01   0.144485E-02  -0.121562E-02   0.390101E+04   0.232840E+00
  5477   0.490347E-01   0.144088E-02  -0.121919E-02   0.389847E+04   0.232649E+00
  5478   0.489456E-01   0.143691E-02  -0.122262E-02   0.389592E+04   0.232458E+00
  5479   0.488564E-01   0.143279E-02  -0.122604E-02   0.389338E+04   0.232268E+00
  5480   0.487688E-01   0.142881E-02  -0.122931E-02   0.389084E+04   0.232078E+00
  5481   0.486827E-01   0.142462E-02  -0.123265E-02   0.388830E+04   0.231888E+00
  5482   0.485974E-01   0.142056E-02  -0.123577E-02   0.388576E+04   0.231699E+00
  5483   0.485121E-01   0.141658E-02  -0.123889E-02   0.388323E+04   0.231510E+00
  5484   0.484282E-01   0.141238E-02  -0.124185E-02   0.388069E+04   0.231321E+00
  5485   0.483444E-01   0.140825E-02  -0.124481E-02   0.387816E+04   0.231133E+00
  5486   0.482621E-01   0.140411E-02  -0.124762E-02   0.387563E+04   0.230946E+00
  5487   0.481799E-01   0.139983E-02  -0.125042E-02   0.387310E+04   0.230758E+00
  5488   0.480991E-01   0.139570E-02  -0.125308E-02   0.387057E+04   0.230571E+00
  5489   0.480191E-01   0.139148E-02  -0.125558E-02   0.386805E+04   0.230385E+00
  5490   0.479391E-01   0.138742E-02  -0.125816E-02   0.386553E+04   0.230199E+00
  5491   0.478606E-01   0.138320E-02  -0.126051E-02   0.386301E+04   0.230013E+00
  5492   0.477821E-01   0.137891E-02  -0.126286E-02   0.386049E+04   0.229828E+00
  5493   0.477052E-01   0.137477E-02  -0.126505E-02   0.385797E+04   0.229643E+00
  5494   0.476282E-01   0.137055E-02  -0.126717E-02   0.385545E+04   0.229458E+00
  5495   0.475520E-01   0.136626E-02  -0.126922E-02   0.385294E+04   0.229274E+00
  5496   0.474759E-01   0.136203E-02  -0.127111E-02   0.385043E+04   0.229090E+00
  5497   0.474012E-01   0.135774E-02  -0.127300E-02   0.384792E+04   0.228907E+00
  5498   0.473273E-01   0.135336E-02  -0.127473E-02   0.384541E+04   0.228724E+00
  5499   0.472534E-01   0.134906E-02  -0.127639E-02   0.384290E+04   0.228541E+00
  5500   0.471803E-01   0.134468E-02  -0.127790E-02   0.384040E+04   0.228359E+00
  5501   0.471087E-01   0.134038E-02  -0.127941E-02   0.383789E+04   0.228177E+00
  5502   0.470371E-01   0.133607E-02  -0.128069E-02   0.383539E+04   0.227996E+00
  5503   0.469662E-01   0.133169E-02  -0.128197E-02   0.383289E+04   0.227815E+00
  5504   0.468954E-01   0.132731E-02  -0.128325E-02   0.383039E+04   0.227634E+00
  5505   0.468246E-01   0.132300E-02  -0.128430E-02   0.382790E+04   0.227454E+00
  5506   0.467553E-01   0.131854E-02  -0.128520E-02   0.382540E+04   0.227274E+00
  5507   0.466868E-01   0.131423E-02  -0.128609E-02   0.382291E+04   0.227094E+00
  5508   0.466190E-01   0.130984E-02  -0.128684E-02   0.382042E+04   0.226915E+00
  5509   0.465505E-01   0.130552E-02  -0.128743E-02   0.381793E+04   0.226736E+00
  5510   0.464835E-01   0.130113E-02  -0.128803E-02   0.381544E+04   0.226558E+00
  5511   0.464165E-01   0.129674E-02  -0.128847E-02   0.381296E+04   0.226380E+00
  5512   0.463495E-01   0.129227E-02  -0.128891E-02   0.381047E+04   0.226202E+00
  5513   0.462841E-01   0.128787E-02  -0.128912E-02   0.380799E+04   0.226025E+00
  5514   0.462179E-01   0.128355E-02  -0.128926E-02   0.380551E+04   0.225848E+00
  5515   0.461525E-01   0.127915E-02  -0.128931E-02   0.380303E+04   0.225671E+00
  5516   0.460878E-01   0.127468E-02  -0.128922E-02   0.380055E+04   0.225495E+00
  5517   0.460232E-01   0.127020E-02  -0.128905E-02   0.379808E+04   0.225319E+00
  5518   0.459593E-01   0.126580E-02  -0.128881E-02   0.379560E+04   0.225144E+00
  5519   0.458969E-01   0.126132E-02  -0.128841E-02   0.379313E+04   0.224969E+00
  5520   0.458331E-01   0.125691E-02  -0.128794E-02   0.379066E+04   0.224794E+00
  5521   0.457715E-01   0.125243E-02  -0.128739E-02   0.378819E+04   0.224620E+00
  5522   0.457091E-01   0.124810E-02  -0.128676E-02   0.378572E+04   0.224446E+00
  5523   0.456468E-01   0.124361E-02  -0.128599E-02   0.378326E+04   0.224272E+00
  5524   0.455860E-01   0.123927E-02  -0.128498E-02   0.378079E+04   0.224099E+00
  5525   0.455252E-01   0.123479E-02  -0.128405E-02   0.377833E+04   0.223926E+00
  5526   0.454637E-01   0.123037E-02  -0.128297E-02   0.377587E+04   0.223754E+00
  5527   0.454044E-01   0.122595E-02  -0.128174E-02   0.377341E+04   0.223581E+00
  5528   0.453430E-01   0.122146E-02  -0.128043E-02   0.377096E+04   0.223410E+00
  5529   0.452845E-01   0.121704E-02  -0.127911E-02   0.376850E+04   0.223238E+00
  5530   0.452245E-01   0.121262E-02  -0.127758E-02   0.376605E+04   0.223067E+00
  5531   0.451653E-01   0.120828E-02  -0.127596E-02   0.376359E+04   0.222896E+00
  5532   0.451061E-01   0.120393E-02  -0.127427E-02   0.376114E+04   0.222726E+00
  5533   0.450470E-01   0.119950E-02  -0.127250E-02   0.375869E+04   0.222556E+00
  5534   0.449886E-01   0.119508E-02  -0.127058E-02   0.375625E+04   0.222387E+00
  5535   0.449309E-01   0.119065E-02  -0.126859E-02   0.375380E+04   0.222217E+00
  5536   0.448726E-01   0.118622E-02  -0.126644E-02   0.375136E+04   0.222048E+00
  5537   0.448149E-01   0.118187E-02  -0.126429E-02   0.374892E+04   0.221880E+00
  5538   0.447566E-01   0.117751E-02  -0.126199E-02   0.374647E+04   0.221712E+00
  5539   0.446998E-01   0.117315E-02  -0.125969E-02   0.374404E+04   0.221544E+00
  5540   0.446430E-01   0.116887E-02  -0.125716E-02   0.374160E+04   0.221376E+00
  5541   0.445862E-01   0.116443E-02  -0.125456E-02   0.373916E+04   0.221209E+00
  5542   0.445286E-01   0.116022E-02  -0.125195E-02   0.373673E+04   0.221042E+00
  5543   0.444726E-01   0.115578E-02  -0.124920E-02   0.373430E+04   0.220876E+00
  5544   0.444166E-01   0.115149E-02  -0.124636E-02   0.373186E+04   0.220710E+00
  5545   0.443599E-01   0.114727E-02  -0.124345E-02   0.372944E+04   0.220544E+00
  5546   0.443039E-01   0.114290E-02  -0.124039E-02   0.372701E+04   0.220379E+00
  5547   0.442487E-01   0.113861E-02  -0.123725E-02   0.372458E+04   0.220214E+00
  5548   0.441920E-01   0.113438E-02  -0.123403E-02   0.372216E+04   0.220049E+00
  5549   0.441376E-01   0.113016E-02  -0.123074E-02   0.371973E+04   0.219885E+00
  5550   0.440816E-01   0.112586E-02  -0.122737E-02   0.371731E+04   0.219721E+00
  5551   0.440272E-01   0.112156E-02  -0.122393E-02   0.371489E+04   0.219557E+00
  5552   0.439714E-01   0.111741E-02  -0.122033E-02   0.371247E+04   0.219394E+00
  5553   0.439170E-01   0.111318E-02  -0.121674E-02   0.371006E+04   0.219231E+00
  5554   0.438619E-01   0.110895E-02  -0.121299E-02   0.370764E+04   0.219068E+00
  5555   0.438068E-01   0.110479E-02  -0.120916E-02   0.370523E+04   0.218906E+00
  5556   0.437525E-01   0.110063E-02  -0.120526E-02   0.370282E+04   0.218744E+00
  5557   0.436974E-01   0.109647E-02  -0.120135E-02   0.370041E+04   0.218582E+00
  5558   0.436432E-01   0.109231E-02  -0.119730E-02   0.369800E+04   0.218421E+00
  5559   0.435874E-01   0.108815E-02  -0.119324E-02   0.369559E+04   0.218260E+00
  5560   0.435331E-01   0.108399E-02  -0.118903E-02   0.369319E+04   0.218099E+00
  5561   0.434789E-01   0.107997E-02  -0.118475E-02   0.369078E+04   0.217939E+00
  5562   0.434247E-01   0.107588E-02  -0.118038E-02   0.368838E+04   0.217779E+00
  5563   0.433705E-01   0.107186E-02  -0.117595E-02   0.368598E+04   0.217620E+00
  5564   0.433163E-01   0.106784E-02  -0.117158E-02   0.368358E+04   0.217460E+00
  5565   0.432621E-01   0.106374E-02  -0.116706E-02   0.368118E+04   0.217301E+00
  5566   0.432087E-01   0.105972E-02  -0.116239E-02   0.367878E+04   0.217143E+00
  5567   0.431538E-01   0.105577E-02  -0.115772E-02   0.367639E+04   0.216985E+00
  5568   0.430996E-01   0.105174E-02  -0.115290E-02   0.367400E+04   0.216827E+00
  5569   0.430463E-01   0.104779E-02  -0.114815E-02   0.367160E+04   0.216669E+00
  5570   0.429914E-01   0.104391E-02  -0.114325E-02   0.366921E+04   0.216512E+00
  5571   0.429381E-01   0.103988E-02  -0.113835E-02   0.366683E+04   0.216355E+00
  5572   0.428840E-01   0.103593E-02  -0.113337E-02   0.366444E+04   0.216198E+00
  5573   0.428292E-01   0.103212E-02  -0.112824E-02   0.366205E+04   0.216042E+00
  5574   0.427745E-01   0.102816E-02  -0.112311E-02   0.365967E+04   0.215886E+00
  5575   0.427204E-01   0.102442E-02  -0.111798E-02   0.365729E+04   0.215731E+00
  5576   0.426664E-01   0.102053E-02  -0.111277E-02   0.365490E+04   0.215575E+00
  5577   0.426124E-01   0.101679E-02  -0.110741E-02   0.365252E+04   0.215420E+00
  5578   0.425585E-01   0.101298E-02  -0.110212E-02   0.365015E+04   0.215266E+00
  5579   0.425038E-01   0.100923E-02  -0.109675E-02   0.364777E+04   0.215111E+00
  5580   0.424491E-01   0.100549E-02  -0.109131E-02   0.364539E+04   0.214957E+00
  5581   0.423959E-01   0.100182E-02  -0.108587E-02   0.364302E+04   0.214804E+00
  5582   0.423405E-01   0.998074E-03  -0.108027E-02   0.364065E+04   0.214650E+00
  5583   0.422866E-01   0.994401E-03  -0.107475E-02   0.363828E+04   0.214497E+00
  5584   0.422327E-01   0.990727E-03  -0.106915E-02   0.363591E+04   0.214345E+00
  5585   0.421774E-01   0.987125E-03  -0.106347E-02   0.363354E+04   0.214192E+00
  5586   0.421228E-01   0.983523E-03  -0.105780E-02   0.363117E+04   0.214040E+00
  5587   0.420675E-01   0.979919E-03  -0.105204E-02   0.362881E+04   0.213888E+00
  5588   0.420136E-01   0.976314E-03  -0.104629E-02   0.362644E+04   0.213737E+00
  5589   0.419584E-01   0.972782E-03  -0.104045E-02   0.362408E+04   0.213586E+00
  5590   0.419038E-01   0.969323E-03  -0.103462E-02   0.362172E+04   0.213435E+00
  5591   0.418486E-01   0.965714E-03  -0.102871E-02   0.361936E+04   0.213284E+00
  5592   0.417933E-01   0.962253E-03  -0.102279E-02   0.361700E+04   0.213134E+00
  5593   0.417388E-01   0.958865E-03  -0.101688E-02   0.361465E+04   0.212984E+00
  5594   0.416829E-01   0.955401E-03  -0.101081E-02   0.361229E+04   0.212835E+00
  5595   0.416284E-01   0.952010E-03  -0.100489E-02   0.360994E+04   0.212686E+00
  5596   0.415732E-01   0.948693E-03  -0.998821E-03   0.360759E+04   0.212537E+00
  5597   0.415181E-01   0.945299E-03  -0.992748E-03   0.360524E+04   0.212388E+00
  5598   0.414622E-01   0.941979E-03  -0.986673E-03   0.360289E+04   0.212240E+00
  5599   0.414070E-01   0.938658E-03  -0.980596E-03   0.360054E+04   0.212092E+00
  5600   0.413519E-01   0.935410E-03  -0.974443E-03   0.359819E+04   0.211944E+00
  5601   0.412960E-01   0.932161E-03  -0.968288E-03   0.359585E+04   0.211797E+00
  5602   0.412402E-01   0.928910E-03  -0.962205E-03   0.359351E+04   0.211650E+00
  5603   0.411844E-01   0.925659E-03  -0.956045E-03   0.359116E+04   0.211503E+00
  5604   0.411278E-01   0.922554E-03  -0.949810E-03   0.358882E+04   0.211356E+00
  5605   0.410720E-01   0.919300E-03  -0.943572E-03   0.358648E+04   0.211210E+00
  5606   0.410162E-01   0.916194E-03  -0.937406E-03   0.358415E+04   0.211064E+00
  5607   0.409590E-01   0.913160E-03  -0.931164E-03   0.358181E+04   0.210919E+00
  5608   0.409025E-01   0.909977E-03  -0.924920E-03   0.357947E+04   0.210773E+00
  5609   0.408475E-01   0.906941E-03  -0.918749E-03   0.357714E+04   0.210628E+00
  5610   0.407903E-01   0.903904E-03  -0.912501E-03   0.357481E+04   0.210484E+00
  5611   0.407338E-01   0.900940E-03  -0.906176E-03   0.357248E+04   0.210339E+00
  5612   0.406767E-01   0.897901E-03  -0.899924E-03   0.357015E+04   0.210195E+00
  5613   0.406202E-01   0.894934E-03  -0.893670E-03   0.356782E+04   0.210052E+00
  5614   0.405631E-01   0.892041E-03  -0.887414E-03   0.356549E+04   0.209908E+00
  5615   0.405067E-01   0.889147E-03  -0.881156E-03   0.356317E+04   0.209765E+00
  5616   0.404496E-01   0.886274E-03  -0.874896E-03   0.356084E+04   0.209622E+00
  5617   0.403925E-01   0.883348E-03  -0.868656E-03   0.355852E+04   0.209479E+00
  5618   0.403354E-01   0.880502E-03  -0.862406E-03   0.355620E+04   0.209337E+00
  5619   0.402775E-01   0.877729E-03  -0.856148E-03   0.355388E+04   0.209195E+00
  5620   0.402212E-01   0.874881E-03  -0.849895E-03   0.355156E+04   0.209053E+00
  5621   0.401627E-01   0.872107E-03  -0.843639E-03   0.354924E+04   0.208912E+00
  5622   0.401049E-01   0.869405E-03  -0.837456E-03   0.354692E+04   0.208771E+00
  5623   0.400479E-01   0.866702E-03  -0.831197E-03   0.354461E+04   0.208630E+00
  5624   0.399894E-01   0.863991E-03  -0.825010E-03   0.354230E+04   0.208489E+00
  5625   0.399309E-01   0.861345E-03  -0.818814E-03   0.353998E+04   0.208349E+00
  5626   0.398739E-01   0.858624E-03  -0.812616E-03   0.353767E+04   0.208209E+00
  5627   0.398154E-01   0.855977E-03  -0.806423E-03   0.353536E+04   0.208069E+00
  5628   0.397570E-01   0.853402E-03  -0.800296E-03   0.353305E+04   0.207930E+00
  5629   0.396993E-01   0.850893E-03  -0.794166E-03   0.353075E+04   0.207791E+00
  5630   0.396409E-01   0.848316E-03  -0.788034E-03   0.352844E+04   0.207652E+00
  5631   0.395817E-01   0.845813E-03  -0.781975E-03   0.352614E+04   0.207514E+00
  5632   0.395241E-01   0.843241E-03  -0.775840E-03   0.352384E+04   0.207375E+00
  5633   0.394650E-01   0.840817E-03  -0.769784E-03   0.352153E+04   0.207237E+00
  5634   0.394059E-01   0.838325E-03  -0.763793E-03   0.351923E+04   0.207100E+00
  5635   0.393468E-01   0.835906E-03  -0.757808E-03   0.351693E+04   0.206962E+00
  5636   0.392884E-01   0.833486E-03  -0.751821E-03   0.351464E+04   0.206825E+00
  5637   0.392286E-01   0.831213E-03  -0.745825E-03   0.351234E+04   0.206688E+00
  5638   0.391703E-01   0.828791E-03  -0.739908E-03   0.351004E+04   0.206552E+00
  5639   0.391106E-01   0.826517E-03  -0.733982E-03   0.350775E+04   0.206415E+00
  5640   0.390515E-01   0.824159E-03  -0.728129E-03   0.350546E+04   0.206279E+00
  5641   0.389925E-01   0.821882E-03  -0.722273E-03   0.350317E+04   0.206143E+00
  5642   0.389335E-01   0.819597E-03  -0.716416E-03   0.350088E+04   0.206008E+00
  5643   0.388730E-01   0.817378E-03  -0.710624E-03   0.349859E+04   0.205873E+00
  5644   0.388141E-01   0.815164E-03  -0.704896E-03   0.349630E+04   0.205738E+00
  5645   0.387544E-01   0.812869E-03  -0.699160E-03   0.349401E+04   0.205603E+00
  5646   0.386947E-01   0.810720E-03  -0.693459E-03   0.349173E+04   0.205469E+00
  5647   0.386350E-01   0.808563E-03  -0.687800E-03   0.348944E+04   0.205335E+00
  5648   0.385746E-01   0.806405E-03  -0.682170E-03   0.348716E+04   0.205201E+00
  5649   0.385157E-01   0.804246E-03  -0.676574E-03   0.348488E+04   0.205067E+00
  5650   0.384553E-01   0.802161E-03  -0.671022E-03   0.348260E+04   0.204934E+00
  5651   0.383957E-01   0.800000E-03  -0.665505E-03   0.348032E+04   0.204801E+00
  5652   0.383353E-01   0.797993E-03  -0.660023E-03   0.347804E+04   0.204668E+00
  5653   0.382757E-01   0.795905E-03  -0.654576E-03   0.347577E+04   0.204536E+00
  5654   0.382154E-01   0.793830E-03  -0.649172E-03   0.347349E+04   0.204403E+00
  5655   0.381558E-01   0.791820E-03  -0.643811E-03   0.347122E+04   0.204271E+00
  5656   0.380955E-01   0.789966E-03  -0.638493E-03   0.346894E+04   0.204140E+00
  5657   0.380345E-01   0.787955E-03  -0.633210E-03   0.346667E+04   0.204008E+00
  5658   0.379742E-01   0.785950E-03  -0.627970E-03   0.346440E+04   0.203877E+00
  5659   0.379140E-01   0.784093E-03  -0.622765E-03   0.346213E+04   0.203746E+00
  5660   0.378537E-01   0.782153E-03  -0.617611E-03   0.345986E+04   0.203615E+00
  5661   0.377935E-01   0.780286E-03  -0.612491E-03   0.345760E+04   0.203485E+00
  5662   0.377332E-01   0.778426E-03  -0.607430E-03   0.345533E+04   0.203355E+00
  5663   0.376723E-01   0.776557E-03  -0.602396E-03   0.345307E+04   0.203225E+00
  5664   0.376113E-01   0.774687E-03  -0.597413E-03   0.345080E+04   0.203095E+00
  5665   0.375511E-01   0.772891E-03  -0.592473E-03   0.344854E+04   0.202966E+00
  5666   0.374902E-01   0.771086E-03  -0.587575E-03   0.344628E+04   0.202837E+00
  5667   0.374293E-01   0.769213E-03  -0.582728E-03   0.344402E+04   0.202708E+00
  5668   0.373692E-01   0.767488E-03  -0.577923E-03   0.344176E+04   0.202579E+00
  5669   0.373083E-01   0.765687E-03  -0.573161E-03   0.343951E+04   0.202451E+00
  5670   0.372481E-01   0.764034E-03  -0.568450E-03   0.343725E+04   0.202323E+00
  5671   0.371873E-01   0.762225E-03  -0.563789E-03   0.343499E+04   0.202195E+00
  5672   0.371264E-01   0.760570E-03  -0.559171E-03   0.343274E+04   0.202068E+00
  5673   0.370649E-01   0.758906E-03  -0.554603E-03   0.343049E+04   0.201940E+00
  5674   0.370048E-01   0.757168E-03  -0.550077E-03   0.342824E+04   0.201813E+00
